iter	RMSE
340	1.182347935
341	1.18112631
342	1.177625223
343	1.171280675
344	1.170111786
345	1.165224953
346	1.158781434
347	1.153231307
348	1.145695837
349	1.142454481
350	1.140585897
351	1.134185792
352	1.127003096
353	1.120100052
354	1.115278063
355	1.109099334
356	1.103576788
357	1.098852493
358	1.094524006
359	1.09044473
360	1.085299719
361	1.081022043
362	1.076954316
363	1.07186803
364	1.067820471
365	1.062098064
366	1.058205457
367	1.054404248
368	1.049446621
369	1.044979878
370	1.040625805
371	1.034301009
372	1.028164344
373	1.024563988
374	1.020442962
375	1.014577694
376	1.008783667
377	1.002491255
378	0.9982790152
379	0.9923991788
380	0.9868007286
381	0.9822620085
382	0.9777409947
383	0.9731773925
384	0.9690119993
385	0.9648834494
386	0.9609827241
387	0.9563894865
388	0.9513367319
389	0.9489693248
390	0.9466735659
391	0.944850399
392	0.9409725449
393	0.9392302728
394	0.9375332623
395	0.9334259842
396	0.9317836864
397	0.93018409
398	0.9286260634
399	0.9255094784
400	0.9215047186
401	0.9159839013
402	0.9115709183
403	0.9071763058
404	0.9045316044
405	0.9019730194
406	0.8994976156
407	0.8946759465
408	0.8933543221
409	0.8883103754
410	0.8834590512
411	0.8797513899
412	0.8784629275
413	0.8743299033
414	0.8730580794
415	0.8718300928
416	0.8680425425
417	0.8644231325
418	0.8587885945
419	0.8552666177
420	0.8510371202
421	0.8498389723
422	0.8486623089
423	0.8475161077
424	0.8463995667
425	0.8446335464
426	0.8435254444
427	0.8389590244
428	0.8355100326
429	0.8323307649
430	0.8312501758
431	0.8265906472
432	0.8223680141
433	0.821314094
434	0.819320229
435	0.8150315188
436	0.8140212485
437	0.8124436432
438	0.8094984452
439	0.8062961749
440	0.8047530435
441	0.8006428092
442	0.7991518457
443	0.7958425246
444	0.7926541181
445	0.7909446285
446	0.7878805547
447	0.7844438179
448	0.7826966182
449	0.7796716589
450	0.7776801449
451	0.7767581411
452	0.7744455129
453	0.7714924396
454	0.7705919108
455	0.7697117487
456	0.7658585908
457	0.7650063407
458	0.7620898514
459	0.7592798311
460	0.7584953092
461	0.7552698875
462	0.7517052567
463	0.748133708
464	0.7453490858
465	0.7427870336
466	0.7408736478
467	0.740055777
468	0.7385016062
469	0.7351542537
470	0.7318207041
471	0.7310722237
472	0.7285462098
473	0.7262739372
474	0.7255159031
475	0.7247967244
476	0.7237052921
477	0.7212026969
478	0.7201731134
479	0.7183131257
480	0.7150112908
481	0.7127129196
482	0.7094219592
483	0.7087090943
484	0.7057760577
485	0.7035298635
486	0.7016372433
487	0.7009628922
488	0.6979346475
489	0.6962288794
490	0.6933219087
491	0.6909576483
492	0.6888519396
493	0.6882055365
494	0.6858109321
495	0.6833981968
496	0.6827828172
497	0.6808121481
498	0.6787100644
499	0.6770859578
500	0.6752903978
501	0.6729200209
502	0.6709002904
503	0.668673388
504	0.6667146273
505	0.663670297
506	0.6630482737
507	0.6606233555
508	0.6588141489
509	0.6556039706
510	0.6532548542
511	0.6513536911
512	0.6496366349
513	0.6476008622
514	0.6452945745
515	0.6426060041
516	0.6404184597
517	0.6386888881
518	0.635574521
519	0.6334299715
520	0.6317625771
521	0.631474184
522	0.629710368
523	0.6279147865
524	0.62737765
525	0.6268542827
526	0.6252571989
527	0.6227846449
528	0.6197003397
529	0.6179586326
530	0.6164206436
531	0.6150657959
532	0.6132175315
533	0.611694931
534	0.6086853965
535	0.607184608
536	0.6066708417
537	0.604065847
538	0.6023558372
539	0.6000393171
540	0.5968767717
541	0.5954950739
542	0.5937635225
543	0.5921295744
544	0.5903481393
545	0.5878105959
546	0.5855587317
547	0.5835695106
548	0.5820561335
549	0.5804468328
550	0.5797266477
551	0.5780321675
552	0.5764752396
553	0.5750771617
554	0.5721872904
555	0.5714937863
556	0.5700416791
557	0.569879474
558	0.567989535
559	0.5650305767
560	0.5628957506
561	0.5609923675
562	0.5596414411
563	0.5575247004
564	0.5571409782
565	0.5567669691
566	0.5554766736
567	0.5529252485
568	0.5514439691
569	0.5501408662
570	0.5483336803
571	0.5468882805
572	0.5453876757
573	0.5437731553
574	0.5423808262
575	0.5420235102
576	0.5416752317
577	0.540347758
578	0.5390242783
579	0.5376506771
580	0.5352025099
581	0.5346353271
582	0.5343082148
583	0.5335849169
584	0.5323427916
585	0.5307863525
586	0.5291868018
587	0.52790165
588	0.5275898513
589	0.5250575026
590	0.5229730934
591	0.5216023918
592	0.5212947446
593	0.5209948409
594	0.5195790979
595	0.5189782353
596	0.5176214003
597	0.5164406307
598	0.5148252991
599	0.5135853506
600	0.5123754615
601	0.5113583934
602	0.5090684318
603	0.5067410737
604	0.5056214068
605	0.5050178486
606	0.5035946451
607	0.5031083213
608	0.5020789508
609	0.4999413103
610	0.499755358
611	0.4995732483
612	0.4987595951
613	0.497759453
614	0.4975830625
615	0.4974103223
616	0.4972411575
617	0.497075495
618	0.4957930684
619	0.4936648723
620	0.4922114982
621	0.4920559994
622	0.4900976505
623	0.4882818093
624	0.4873335868
625	0.4864060563
626	0.4844996212
627	0.4840766773
628	0.4831085858
629	0.4829541416
630	0.4810052156
631	0.4808531652
632	0.4799542674
633	0.4778419608
634	0.4766564191
635	0.4748643061
636	0.4738308951
637	0.4729880694
638	0.4713092746
639	0.4703038464
640	0.4699097963
641	0.4687534548
642	0.4672674557
643	0.4658204432
644	0.46483723
645	0.4645998905
646	0.4627985289
647	0.4625671335
648	0.4617595267
649	0.4602472759
650	0.4600246491
651	0.4598862219
652	0.4585934431
653	0.4575370687
654	0.4564312391
655	0.454710473
656	0.4544956847
657	0.4543626804
658	0.4530112642
659	0.4519731538
660	0.4511378148
661	0.4510086136
662	0.4497973571
663	0.4485464662
664	0.4478049335
665	0.4471294426
666	0.4470052728
667	0.4459716472
668	0.4458498758
669	0.4447952281
670	0.4440900278
671	0.4430962532
672	0.442066482
673	0.4419472843
674	0.4412230708
675	0.4401961145
676	0.439150106
677	0.4379165597
678	0.4373368079
679	0.4361439701
680	0.4348908871
681	0.4333981245
682	0.432054654
683	0.4314841791
684	0.4313713428
685	0.4301891387
686	0.4292316339
687	0.4291205073
688	0.4277761396
689	0.4271798799
690	0.4255960256
691	0.4244223266
692	0.4237634682
693	0.4224194159
694	0.4211694476
695	0.4206131179
696	0.4201055929
697	0.4191432074
698	0.4190362909
699	0.4189316026
700	0.418829096
701	0.4174283776
702	0.4155982803
703	0.4147657529
704	0.4146647709
705	0.4136599856
706	0.4128830601
707	0.4110967946
708	0.4109974825
709	0.4109002388
710	0.4100213547
711	0.4091055562
712	0.4079042856
713	0.4071072314
714	0.4058380357
715	0.4056593825
716	0.4044789405
717	0.4039858564
718	0.4032620785
719	0.4026008594
720	0.4024275458
721	0.4012313667
722	0.4011398781
723	0.4010502977
724	0.4004719026
725	0.4003850448
726	0.3999185967
727	0.399361999
728	0.39831015
729	0.3967468463
730	0.3966624074
731	0.3950850318
732	0.3941715367
733	0.3935269679
734	0.3924884072
735	0.3915727129
736	0.3914115281
737	0.390131857
738	0.3894486012
739	0.3886461987
740	0.3885642891
741	0.3877078209
742	0.387211252
743	0.3860978239
744	0.3860309699
745	0.3851719912
746	0.3847152823
747	0.383654793
748	0.3824679959
749	0.3810795917
750	0.3808010924
751	0.3800095526
752	0.3793840897
753	0.3782560051
754	0.3781796552
755	0.3777655614
756	0.3774949123
757	0.3765500713
758	0.3757541684
759	0.3754021108
760	0.3746538636
761	0.3738891409
762	0.3736241692
763	0.3725392272
764	0.3720898012
765	0.3710900452
766	0.3704869393
767	0.3702290486
768	0.3696568314
769	0.3688233308
770	0.3674592003
771	0.3663474095
772	0.3655222145
773	0.3649000757
774	0.3644500364
775	0.3641003678
776	0.3639636216
777	0.363322624
778	0.3626307396
779	0.3614960014
780	0.361117659
781	0.3608781782
782	0.3607481719
783	0.3595211739
784	0.3583800173
785	0.3577116907
786	0.3571364599
787	0.35707142
788	0.3564002295
789	0.3559222581
790	0.3558592928
791	0.3552309548
792	0.3550068224
793	0.3545846789
794	0.3542625731
795	0.353505501
796	0.3524817295
797	0.3515605792
798	0.3512075662
799	0.3509933715
800	0.3506601574
801	0.3498966426
802	0.3494622236
803	0.3486276174
804	0.3480275328
805	0.3473056024
806	0.3466885926
807	0.3464822248
808	0.3459311139
809	0.34573316
810	0.3452731943
811	0.3442458239
812	0.3436371642
813	0.3432102069
814	0.3427646863
815	0.3416325068
816	0.3409385338
817	0.3402033643
818	0.3398648003
819	0.3394291343
820	0.338510244
821	0.3376191313
822	0.3368471402
823	0.3357801368
824	0.3354749641
825	0.3352095876
826	0.334332041
827	0.3340771733
828	0.3338771032
829	0.3330178538
830	0.3324936321
831	0.332119472
832	0.3314436089
833	0.3307089863
834	0.3303440168
835	0.3296478422
836	0.3290251641
837	0.3283503023
838	0.3281621608
839	0.3274669496
840	0.3262832337
841	0.3258220566
842	0.3250240722
843	0.3246810596
844	0.3238110546
845	0.3234770025
846	0.3228851315
847	0.3218842133
848	0.3214202619
849	0.3211024223
850	0.3205037058
851	0.3197774175
852	0.319167624
853	0.3185443608
854	0.3179717841
855	0.3176637452
856	0.3170327618
857	0.3164458498
858	0.3162830415
859	0.3157938231
860	0.3151753014
861	0.3142241673
862	0.313339469
863	0.3129010829
864	0.312747282
865	0.3120056017
866	0.311612833
867	0.3109074782
868	0.3103443342
869	0.3100450449
870	0.3092170308
871	0.3086301855
872	0.3080293149
873	0.3072190317
874	0.3064816343
875	0.3060922794
876	0.3055667637
877	0.3054008058
878	0.3048483712
879	0.3043015224
880	0.3037325225
881	0.3034596834
882	0.3031521758
883	0.3030044629
884	0.302820696
885	0.3021302519
886	0.3018116863
887	0.3014160647
888	0.3012518423
889	0.301161043
890	0.3005339613
891	0.2997837004
892	0.2996103993
893	0.2990075735
894	0.2985788186
895	0.2984090362
896	0.297709591
897	0.2970676685
898	0.2967516335
899	0.2963727635
900	0.2959558907
901	0.2957285454
902	0.2953563601
903	0.2947251422
904	0.2946081224
905	0.2940701939
906	0.2933615659
907	0.2927991806
908	0.2922324055
909	0.2920995143
910	0.2914956714
911	0.291371668
912	0.2911149111
913	0.2906458507
914	0.2901097434
915	0.2900351513
916	0.2897681299
917	0.2892740949
918	0.288788043
919	0.2880344985
920	0.2874863779
921	0.2870885296
922	0.2869659605
923	0.2864557852
924	0.2858567902
925	0.2857460489
926	0.2856046051
927	0.2854563149
928	0.2849496785
929	0.2845056798
930	0.2840392231
931	0.2835799104
932	0.2832354848
933	0.2827259451
934	0.2820758893
935	0.2816133353
936	0.2812778625
937	0.2809172619
938	0.2802743668
939	0.2798379976
940	0.2797279719
941	0.2796451884
942	0.2790783079
943	0.2784668763
944	0.2780612035
945	0.2778553725
946	0.2770308404
947	0.276446887
948	0.2760673987
949	0.2759459544
950	0.2756771221
951	0.275558104
952	0.2751650319
953	0.2747845217
954	0.2742764883
955	0.2741682388
956	0.2738098683
957	0.2735445384
958	0.273042194
959	0.2725812848
960	0.2721756051
961	0.2718687587
962	0.2714678139
963	0.2709980169
964	0.2702949503
965	0.2702151807
966	0.269847826
967	0.2694747537
968	0.2687846318
969	0.2685063763
970	0.2684123377
971	0.268227872
972	0.2676849288
973	0.2673744479
974	0.2669487985
975	0.2667378897
976	0.2663121758
977	0.2658548225
978	0.2657810886
979	0.2656988114
980	0.2651891237
981	0.264863884
982	0.2645195013
983	0.2641978309
984	0.264084435
985	0.2635963295
986	0.2631916203
987	0.2629908906
988	0.2628940815
989	0.2623844595
990	0.2619067603
991	0.2615356019
992	0.2610964098
993	0.2609916861
994	0.2605995624
995	0.260516339
996	0.2599136327
997	0.2597352258
998	0.2594714818
999	0.2591810813
7321606
0730638
994	0.201932375
995	0.2018825792
996	0.2016254545
997	0.2013842171
998	0.2013281187
999	0.2012669178
